playerShort,,playerShort,player,club,leagueCountry,birthday,height,weight,position,games,victories,ties,defeats,goals,yellowCards,yellowReds,redCards,refCount,refCountryCount,meanIAT,seIAT,meanExp,seExp,color_rating,meanIAT_nIAT,meanExp_nExp,meanIAT_GameNbr,meanExp_GameNbr,meanIAT_cards,meanExp_cards
sejad-salihovic,4378,sejad-salihovic,Sejad Salihović,1899 Hoffenheim,Germany,08.10.1984,180.0,81.0,Center Midfielder,339,136,81,122,90,77,4,2,110,22,0.3443578395101512,0.00016769059752283754,0.4050644998986021,0.0008992386673683757,2,0.32976621246171484,0.4264144191477542,0.34004634325476674,0.36312296865518556,0.0,0.0
senah-mango,76521,senah-mango,Sénah Mango,Olympique Marseille,France,13.12.1989,181.0,78.0,Center Back,3,0,2,1,0,1,0,0,3,3,0.298225227393224,0.001863528749757091,0.24595902318939034,0.007339937750332656,5,0.35681383444289844,0.6608927381745502,0.298225227393224,0.24595902318939034,0.378580533449016,0.531609195402299
sercan-sararer,12763,sercan-sararer,Sercan Sararer,SpVgg Greuther Fürth,Germany,27.11.1989,180.0,83.0,Left Winger,175,74,41,60,36,13,2,0,78,10,0.34143796485819056,0.00017738572726471198,0.37188979406399447,0.0008269005799928493,1,0.3365350652158315,0.3425807991693473,0.3387719602016156,0.3519782428561187,0.0,0.0
serdar-tasci,1147,serdar-tasci,Serdar Taşçı,VfB Stuttgart,Germany,24.04.1987,186.0,75.0,Center Back,292,142,58,92,16,45,0,3,94,27,0.350373601835581,0.0010041527360311433,0.4822114465351046,0.004772393162771663,2,0.33599909389741367,0.37450732626146604,0.3413538949067358,0.38583347341265195,0.0,0.0
sereno,386,sereno, Sereno,Real Valladolid,Spain,18.05.1985,188.0,78.0,Center Back,132,51,32,49,5,35,2,4,66,5,0.3671238625825992,0.0004426776212058292,0.5089714785644288,0.0019774379853744668,2,0.35050788642493913,0.427864134806952,0.37049806302672866,0.5412267139103949,0.35470727687269105,0.18208092485549104
serge-gnabry,4255,serge-gnabry,Serge Gnabry,Arsenal FC,England,14.07.1995,173.0,73.0,Joker,27,17,3,7,8,0,0,0,22,10,0.3274051655486803,0.00018789693202641875,0.37201719161241636,0.0009318212308289844,3,0.32774363313491445,0.3638319070461004,0.3277622095109391,0.3805968851326571,0.0,0.0
sergi-roberto,3014,sergi-roberto, Sergi Roberto,FC Barcelona,Spain,07.02.1992,177.0,70.0,Joker,129,72,26,31,11,17,0,0,56,18,0.3678872907059258,0.0002902722148870748,0.6190478256854072,0.0014080959734985466,2,0.35123659185250167,0.5031837943300228,0.36902264073794905,0.6016463719467792,0.36989359418717205,0.5882973115445439
sergio-alvarez_3,3015,sergio-alvarez_3, Sergio Álvarez,Celta Vigo,Spain,03.08.1986,179.0,75.0,Goalkeeper,29,19,3,7,0,0,0,1,21,1,0.36989359418717194,0.000229489640866464,0.5882973115445439,0.0010016473064931102,1,0.3698935941871722,0.5882973115445439,0.36989359418717194,0.5882973115445439,0.0,0.0
sergio-escudero_3,3016,sergio-escudero_3, Sergio Escudero,FC Schalke 04,Germany,02.09.1989,176.0,67.0,Left Fullback,89,34,23,32,5,16,1,0,57,8,0.3563732520971434,0.00019125225319936427,0.48968663322643846,0.000829740899515101,2,0.34238856524815303,0.40097597099333165,0.35973942311627943,0.5138014650197238,0.36989359418717205,0.5882973115445439
sergio-garcia,3017,sergio-garcia, Sergio García,Espanyol Barcelona,Spain,09.06.1983,174.0,72.0,Center Forward,313,111,88,114,73,41,2,2,58,7,0.36701728856094384,0.0002441780516391984,0.5776876051195876,0.001140676148963908,2,0.3447445298950592,0.4518453855211334,0.36936060464620984,0.5863312956574918,0.7397871883743441,1.1765946230890878
sergio-ramos,584,sergio-ramos, Sergio Ramos,Real Madrid,Spain,30.03.1986,183.0,75.0,Right Fullback,547,368,81,98,58,151,12,7,139,52,0.3530131557758062,0.000720926493124372,0.5414575885469683,0.0027189801470838266,1,0.3290231077002033,0.45254400176073195,0.36276866166370286,0.5545472379331063,0.0,0.0
sergio-sanchez_2,3019,sergio-sanchez_2, Sergio Sánchez,Málaga CF,Spain,03.04.1986,185.0,76.0,Right Fullback,174,66,46,62,5,53,3,1,46,11,0.3653304179956408,0.00023700858748760834,0.5660863477451281,0.0010494001422078608,2,0.34128540192026097,0.43527515719900706,0.3679423422550355,0.5784280035987844,0.7397871883743441,1.1765946230890878
sergio-tejera,3020,sergio-tejera, Sergio Tejera,Espanyol Barcelona,Spain,28.05.1990,180.0,75.0,Attacking Midfielder,57,16,12,29,1,19,0,0,28,1,0.3698935941871719,0.00022948964086646405,0.5882973115445439,0.0010016473064931102,3,0.36989359418717216,0.5882973115445439,0.3698935941871718,0.5882973115445439,0.0,0.0
shane-ferguson,5025,shane-ferguson,Shane Ferguson,Newcastle United,England,12.07.1991,178.0,73.0,Joker,86,26,15,45,2,7,0,1,60,20,0.3380036074385142,0.0004797497037523328,0.45443971190198024,0.0024377265439614695,1,0.3272547468990786,0.3600630571287826,0.33620759621158364,0.4358713541425927,0.0,0.0
shane-long,2181,shane-long,Shane Long,West Bromwich Albion,England,22.01.1987,178.0,71.0,Joker,345,132,87,126,89,32,0,2,113,29,0.3373395351584978,3.971749580975374e-05,0.4228919368178756,0.000190353068167084,2,0.32725088213177544,0.35994732268199736,0.33045353292084934,0.3793889121510647,0.0,0.0
shaun-maloney,1149,shaun-maloney,Shaun Maloney,Wigan Athletic,England,24.01.1983,173.0,69.0,Left Midfielder,292,159,47,86,57,14,0,0,111,25,0.3414371397630726,0.0008562097976371099,0.435047950670275,0.003850922146066648,1,0.3278970992058559,0.36326540558610576,0.3336935443297877,0.3925187693474931,0.0,0.0
shaun-wright-phillips,1150,shaun-wright-phillips,Shaun Wright-Phillips,Queens Park Rangers,England,25.10.1981,168.0,64.0,Right Winger,460,210,111,139,58,22,1,0,106,28,0.34423818307291915,0.0011623666903032956,0.45911052095536087,0.006860250483862222,5,0.32787589258860883,0.362540841276094,0.33223909215369374,0.39141146552557865,0.325185154120009,0.538461538461538
shawn-parker,9004,shawn-parker,Shawn Parker,1. FSV Mainz 05,Germany,07.03.1993,179.0,76.0,Center Forward,126,52,32,42,31,18,2,2,88,10,0.33808011024670787,8.207849366921636e-05,0.3597124567218005,0.000385797609449064,3,0.3363673836177903,0.34151315292929174,0.337642221286775,0.3525510960534117,0.0,0.0
shay-given,1151,shay-given,Shay Given,Aston Villa,England,20.04.1976,188.0,84.0,Goalkeeper,665,272,180,213,0,20,0,1,172,38,0.34791342727802077,0.001249270552256962,0.49085471905779227,0.005614278948220572,1,0.32858628481561547,0.36789106385466175,0.33419579270557637,0.40361895823244703,0.0,0.0
shinji-kagawa,303,shinji-kagawa,Shinji Kagawa,Manchester United,England,17.03.1989,172.0,63.0,Attacking Midfielder,193,116,35,42,58,9,0,0,99,36,0.3494842491858619,0.000334917401444041,0.45564605994000806,0.001897052131011316,2,0.3318145234170658,0.3617765348248766,0.34340903344783447,0.4192800928689081,0.430278996934136,0.6490984743411929
shinji-okazaki,304,shinji-okazaki,Shinji Okazaki,VfB Stuttgart,Germany,16.04.1986,173.0,70.0,Center Forward,261,119,58,84,89,18,0,0,109,34,0.3463068958392911,0.0003717757893809222,0.40006711264626343,0.002056954770422738,2,0.3355503533307746,0.35065837751800955,0.3431430731198616,0.35218601182884474,0.0,0.0
shola-ameobi,2185,shola-ameobi,Shola Ameobi,Newcastle United,England,12.10.1981,191.0,84.0,Joker,393,161,97,135,75,34,0,1,98,23,0.34200100603835487,7.863955542523272e-05,0.4642434068558129,0.0003787949818932876,5,0.3275328576953659,0.4060546369042245,0.3310391380680924,0.38609722680670544,0.326689683726724,0.356445562281524
siaka-tiene,235,siaka-tiene,Siaka Tiéné,Paris Saint-Germain,France,22.02.1982,176.0,72.0,Left Fullback,224,97,78,49,9,51,5,1,87,31,0.33401358802244374,0.003479312749631555,0.31290162902246893,0.020451539458825007,4,0.3335976078459567,0.3689902761252203,0.33704265127775873,0.33271640491520277,0.0,0.0
sidney-govou,474,sidney-govou,Sidney Govou,Évian Thonon Gaillard,France,27.07.1979,175.0,72.0,Right Winger,473,250,126,97,73,55,3,0,128,31,0.34398203461489457,0.003246133018232743,0.4481837764421391,0.016225507933254064,4,0.3337219344627423,0.3830805994658122,0.34054046430237506,0.40060391255639083,0.0,0.0
sidney-sam,1834,sidney-sam,Sidney Sam,Bayer Leverkusen,Germany,31.01.1988,174.0,71.0,Attacking Midfielder,251,119,64,68,61,29,1,0,88,26,0.3446169066097266,0.0001443545178913599,0.4275819725069557,0.0006841412908825635,2,0.32932863253789335,0.43414040019722816,0.34014479062832104,0.37192924982684544,0.0,0.0
sidy-kone,6903,sidy-kone,Sidy Koné,Olympique Lyon,France,06.06.1992,185.0,73.0,Joker,7,3,3,1,0,0,0,1,7,6,0.2814257541137123,0.0024499112006725796,0.15642362706370264,0.0054519882208798375,4,0.33951040051251963,0.46498825601879035,0.2814257541137123,0.15642362706370264,0.0,0.0
silvio_2,1154,silvio_2, Sílvio,Atlético Madrid,Spain,28.09.1987,178.0,72.0,Right Fullback,141,61,37,43,3,30,1,0,77,19,0.36738664928804277,0.0011033006199190386,0.5967876906709219,0.0049852701005227845,2,0.3396134114454444,0.42905319331273456,0.375969996759068,0.6531633929449809,0.0,0.0
simao,1155,simao, Simão,Espanyol Barcelona,Spain,31.10.1979,170.0,64.0,Left Midfielder,479,225,108,146,94,56,3,1,180,37,0.36155916089326545,0.00115991400886745,0.5400812259535119,0.005595312086540692,2,0.33784317621012167,0.41217869670824486,0.3637471418887467,0.5307468195435954,0.0,0.0
simon-davies,1419,simon-davies,Simon Davies,Fulham FC,England,23.10.1979,178.0,72.0,Left Midfielder,411,143,99,169,41,22,1,0,98,28,0.342115552489002,0.0002238012163134784,0.4730628351955226,0.0011777434863993726,2,0.32810750232217295,0.36683474339488886,0.33080788291647617,0.3891677394419735,0.0,0.0
simon-jentzsch,1420,simon-jentzsch,Simon Jentzsch,FC Augsburg,Germany,04.05.1976,196.0,96.0,Goalkeeper,462,178,109,175,0,25,0,1,94,16,0.34075002504774166,0.00017380633550671495,0.393571444964773,0.0009077435440316721,2,0.33675505590479565,0.34513362162698613,0.33746260160218755,0.3476875893955292,0.0,0.0
simon-kjaer,1836,simon-kjaer,Simon Kjær,VfL Wolfsburg,Germany,26.03.1989,190.0,82.0,Center Back,244,107,63,74,10,44,1,1,109,26,0.35945852732294037,0.00025278861833711794,0.47416983836682614,0.0013324871339698487,1,0.3423940783264635,0.39964115387798005,0.359338032427958,0.45469958317418524,0.0,0.0
simon-pouplin,1158,simon-pouplin,Simon Pouplin,FC Sochaux,France,28.05.1985,185.0,78.0,Goalkeeper,203,74,51,78,0,11,0,0,77,8,0.33759653208644186,0.0007205044900902468,0.35683374938138945,0.0029557284703671223,2,0.33505302947902676,0.34759931991710175,0.33615264032208286,0.34394002645060834,0.0,0.0
simon-rolfes,1159,simon-rolfes,Simon Rolfes,Bayer Leverkusen,Germany,21.01.1982,191.0,83.0,Defensive Midfielder,501,241,100,160,67,40,0,1,142,29,0.347904584798943,0.0009349783541333775,0.45001856463347745,0.004332284001465576,1,0.33609810116159317,0.36956627245125356,0.3405986272230474,0.3793900988227712,0.325185154120009,0.538461538461538
siqueira,3031,siqueira, Siqueira,Granada CF,Spain,28.04.1986,184.0,76.0,Left Midfielder,180,71,44,65,15,32,6,1,84,10,0.3776943427370985,0.0002501004651619583,0.5845402330826699,0.0011346429640835454,1,0.3635931285874322,0.5228918024751867,0.3756971974342607,0.5887310220754152,0.36989359418717205,0.5882973115445439
sisi,3032,sisi, Sisi,CA Osasuna,Spain,22.04.1986,168.0,68.0,Left Winger,179,69,42,68,12,31,1,0,61,10,0.3663818948388269,0.0002563703272732246,0.568325330614873,0.0011545184012499157,2,0.3638651284267802,0.5535907415155558,0.36850016760286014,0.5800822993371738,0.0,0.0
slobodan-medojevic,16504,slobodan-medojevic,Slobodan Medojević,VfL Wolfsburg,Germany,20.11.1990,183.0,78.0,Joker,116,60,32,24,5,20,1,0,53,16,0.3221276312966791,0.0003605434723578615,0.4503784937745569,0.0017426397373914342,2,0.3384149982623102,0.3589914117805048,0.30835475841136506,0.42163127959735863,0.0,0.0
slobodan-rajkovic,369,slobodan-rajkovic,Slobodan Rajković,Hamburger SV,Germany,03.02.1989,191.0,88.0,Center Back,134,58,33,43,4,19,0,2,80,26,0.3552077387669877,0.001557802980521193,0.4950009476626903,0.0070541664119293,1,0.3404683444225075,0.3915129832332438,0.35209735830326266,0.46038744074393556,0.343632298371659,0.368421052631579
sofian-chahed,3766,sofian-chahed,Sofian Chahed,Hannover 96,Germany,18.04.1983,178.0,73.0,Defensive Midfielder,237,103,58,76,9,35,2,1,88,21,0.33694816176817444,0.0013769075640318428,0.3343633146910783,0.0073710125024605624,2,0.3358028793616007,0.3489692902558557,0.3368157228112638,0.33583439062747406,0.0,0.0
sofiane-feghouli,1161,sofiane-feghouli,Sofiane Féghouli,Valencia CF,Spain,26.12.1989,178.0,71.0,Right Midfielder,187,71,48,68,25,31,3,0,80,31,0.3382875832895734,0.0036674499571487363,0.4220953606823069,0.017498293513850825,3,0.33753163277900733,0.41074262328333966,0.3512741586877785,0.4905559638376039,0.0,0.0
sokratis-papastathopoulos,1838,sokratis-papastathopoulos,Sokratis Papastathopoulos,Werder Bremen,Germany,09.06.1988,185.0,82.0,Center Back,260,128,60,72,8,62,7,1,123,32,0.3559878167855779,0.00022754346036365738,0.4882331395181355,0.0013082765654251107,2,0.3382554816888334,0.39563550907498435,0.35274793585430864,0.44736694440317976,0.0,0.0
soldado,585,soldado, Soldado,Valencia CF,Spain,27.05.1985,179.0,72.0,Center Forward,317,148,67,102,149,80,0,3,98,28,0.3542724838125193,0.00027377105508982183,0.5230080200511642,0.0012944360867517765,1,0.3282160099297973,0.44755627014833005,0.36155360751755067,0.552687227010802,0.0,0.0
sonny-kittel,16609,sonny-kittel,Sonny Kittel,Eintracht Frankfurt,Germany,06.01.1993,178.0,65.0,Attacking Midfielder,53,23,9,21,12,6,0,0,39,3,0.33770524994893536,6.0797872658865025e-05,0.34972399680597804,0.00025734305701662037,1,0.33680216362952947,0.3379783575203423,0.3374207363208789,0.34609004469881804,0.336628162642721,0.33596689240030103
sotirios-kyrgiakos,1162,sotirios-kyrgiakos,Sotirios Kyrgiakos,VfL Wolfsburg,Germany,23.07.1979,193.0,88.0,Center Back,284,125,74,85,18,49,3,3,141,31,0.34506075052843904,0.0011149134653589798,0.4621234531652613,0.006041132940059105,2,0.32991173341314356,0.36910934283879704,0.340890092315363,0.42244290095858184,0.325185154120009,0.538461538461538
soufian-benyamina,4303,soufian-benyamina,Soufian Benyamina,VfB Stuttgart,Germany,02.03.1990,189.0,78.0,Center Forward,161,55,56,50,41,8,0,1,75,1,0.3366281626427214,5.454025113076393e-05,0.3359668924003006,0.00022506163657901707,2,0.3366281626427216,0.33596689240030103,0.3366281626427209,0.33596689240030075,0.0,0.0
souleymane-camara,278,souleymane-camara,Souleymane Camara,Montpellier HSC,France,22.12.1982,174.0,72.0,Right Winger,334,139,93,102,56,27,0,0,79,27,0.32730125723271924,0.006033817954252036,0.34927031896405913,0.029459378711243968,4,0.3282435398817478,0.4509076433753482,0.33279747985175573,0.3405898698264161,0.0,0.0
souleymane-diawara,255,souleymane-diawara,Souleymane Diawara,Olympique Marseille,France,24.12.1978,185.0,74.0,Center Back,428,185,103,140,18,76,3,3,116,38,0.33177145533344365,0.0018841901972247068,0.3715048206403639,0.00929984625864835,5,0.33022206328854886,0.36590390485613394,0.333566630352373,0.35414620648594175,0.0,0.0
srdjan-lakic,3038,srdjan-lakic,Srđan Lakić,VfL Wolfsburg,Germany,02.10.1983,186.0,82.0,Center Forward,205,81,51,73,60,26,0,1,64,11,0.34434911855371836,0.0001718204774485942,0.3938084568609761,0.0007658710290793003,1,0.33907399723622195,0.36236479560370377,0.3402306930421123,0.3620524480064305,0.0,0.0
steed-malbranque,1165,steed-malbranque,Steed Malbranque,Olympique Lyon,France,06.01.1980,173.0,72.0,Attacking Midfielder,578,234,148,196,70,48,0,0,123,22,0.3425805683225725,0.000916362137006695,0.436440870491108,0.004365329357379802,2,0.32849384992705,0.36254303836249957,0.3318518183612164,0.37356001174035897,0.0,0.0
steeve-elana,204,steeve-elana,Steeve Elana,Lille OSC,France,11.07.1980,185.0,80.0,Joker,172,65,49,58,0,2,0,0,50,3,0.33498658369604045,0.00017752491148963066,0.3508370377569787,0.0008003377723379894,4,0.33473459445520864,0.33713820936468214,0.33477188649891615,0.3403847057577896,0.0,0.0
stefan-aigner,7943,stefan-aigner,Stefan Aigner,Eintracht Frankfurt,Germany,20.08.1987,185.0,72.0,Right Midfielder,226,85,56,85,48,37,1,1,74,8,0.33814704870188855,6.837386495919406e-05,0.3575952306143125,0.000293335360421664,1,0.3364599571590242,0.3424185590018688,0.3371254970160764,0.3430487376562164,0.0,0.0
stefan-babovic,3040,stefan-babovic,Stefan Babović,Real Zaragoza,Spain,07.01.1987,180.0,72.0,Attacking Midfielder,144,82,20,42,19,24,3,1,88,24,0.3350662743061857,0.0005888435860799708,0.5068028677968607,0.002890488535933035,1,0.3430411933309446,0.43447655340319663,0.31981029288819457,0.47649830297915574,0.0,0.0
stefan-bell,4380,stefan-bell,Stefan Bell,1. FSV Mainz 05,Germany,24.08.1991,192.0,86.0,Center Back,144,65,34,45,12,19,1,0,88,6,0.33876009283983494,0.00010277436150462332,0.35895438012884234,0.0006412220850450676,1,0.33689093281403426,0.3385919930989451,0.33811220046775875,0.35163159701762225,0.0,0.0
stefan-kiessling,1166,stefan-kiessling,Stefan Kießling,Bayer Leverkusen,Germany,25.01.1984,191.0,80.0,Center Forward,412,186,82,144,149,42,0,2,88,27,0.34963913014903036,0.0009734388833747462,0.4677473977283996,0.004592020172890505,1,0.3358378071079107,0.37894268807806025,0.3397065728658938,0.3714251891819246,0.0,0.0
stefan-reinartz,1167,stefan-reinartz,Stefan Reinartz,Bayer Leverkusen,Germany,01.01.1989,189.0,83.0,Center Back,237,121,54,62,12,51,0,0,91,25,0.34318276516347984,0.0009744446657740988,0.43799434807282933,0.004681668921478726,1,0.32941256936355895,0.4373850003401794,0.33959233939350614,0.38072691586214474,0.0,0.0
stefan-reisinger,8678,stefan-reisinger,Stefan Reisinger,Fortuna Düsseldorf,Germany,14.09.1981,185.0,82.0,Center Forward,335,117,76,142,83,31,0,0,73,1,0.3366281626427214,5.454025113076393e-05,0.3359668924003006,0.00022506163657901707,1,0.3366281626427216,0.33596689240030103,0.33662816264272105,0.3359668924003012,0.336628162642721,0.33596689240030103
stefan-thesker,14339,stefan-thesker,Stefan Thesker,1899 Hoffenheim,Germany,11.04.1991,190.0,82.0,Center Back,52,25,14,13,2,10,0,0,45,7,0.3386384326472402,8.554729565708741e-05,0.364492982078944,0.0003745468645089167,2,0.3370973802169248,0.3409125032844113,0.3371544013722083,0.36245946326942996,0.336628162642721,0.33596689240030103
stefano-celozzi,633,stefano-celozzi,Stefano Celozzi,Eintracht Frankfurt,Germany,02.11.1988,171.0,65.0,Right Fullback,199,78,52,69,3,10,0,1,77,13,0.34122719314116645,0.0008357790130919088,0.38547265662747204,0.003889433626402218,1,0.3353282014894261,0.34686684194678885,0.33840768700644097,0.355122389111317,0.0,0.0
stelios-malezas,3042,stelios-malezas,Stelios Malezas,Fortuna Düsseldorf,Germany,11.03.1985,192.0,80.0,Center Back,171,85,41,45,4,28,0,0,78,18,0.3369723115087693,0.0003287230122258939,0.431620744038775,0.001578432934097303,2,0.3365704670717728,0.3801364012218706,0.3319361826909782,0.4080352090282342,0.0,0.0
stephan-andersen,517,stephan-andersen,Stephan Andersen,Évian Thonon Gaillard,France,26.11.1981,188.0,82.0,Goalkeeper,252,102,55,95,0,5,0,0,106,28,0.351671065345059,0.00019209344881300825,0.4863239344955857,0.0009078405589941304,1,0.33352929395658254,0.3871365426827432,0.3533186514326313,0.5246224430609351,0.0,0.0
stephan-fuerstner,4382,stephan-fuerstner,Stephan Fürstner,SpVgg Greuther Fürth,Germany,11.09.1987,178.0,71.0,Defensive Midfielder,241,92,72,77,14,36,1,1,71,3,0.3370424169323669,6.213802661204066e-05,0.33814614990398967,0.00025950206598831404,1,0.3366728136138337,0.3361887352494028,0.3367502043629071,0.33660891432047496,0.0,0.0
stephan-hain,15362,stephan-hain,Stephan Hain,FC Augsburg,Germany,27.09.1988,180.0,75.0,Center Forward,102,36,31,35,17,7,0,0,39,1,0.33662816264272116,5.454025113076388e-05,0.3359668924003008,0.00022506163657901688,1,0.3366281626427213,0.33596689240030103,0.3366281626427211,0.33596689240030086,0.0,0.0
stephan-schroeck,3044,stephan-schroeck,Stephan Schröck,1899 Hoffenheim,Germany,21.08.1986,170.0,68.0,Right Midfielder,229,103,50,76,9,49,4,0,58,9,0.338717160601816,0.00020987369800961323,0.3503203840397139,0.0009947862099733609,2,0.3372712973723956,0.3399405496600229,0.33715725382886724,0.33960227456224845,0.0,0.0
stephane-mbia,256,stephane-mbia,Stéphane Mbia,Queens Park Rangers,England,20.05.1986,189.0,82.0,Defensive Midfielder,302,132,85,85,18,77,2,6,122,50,0.33299167003081315,0.0029794281326447703,0.3881752110335909,0.015679952809336744,5,0.3282908044458516,0.4307712561133744,0.3343368897418046,0.36966787604106444,0.0,0.0
stephane-sessegnon,257,stephane-sessegnon,Stéphane Sessegnon,Sunderland AFC,England,01.06.1984,172.0,72.0,Right Midfielder,303,101,89,113,41,38,0,5,85,28,0.31246565041925434,0.0031784555123908556,0.24819851691708517,0.01541216117789291,4,0.328102750432154,0.36182130370922005,0.325674271342061,0.32088558245263077,0.0,0.0
stephen-ireland,1173,stephen-ireland,Stephen Ireland,Aston Villa,England,22.08.1986,175.0,68.0,Attacking Midfielder,270,96,62,112,31,19,0,1,59,15,0.3419153938285122,0.0007755636893724418,0.4531082171887721,0.003601720753304321,2,0.3274266710323619,0.3606829799972366,0.3300167833415592,0.37756814242792264,0.0,0.0
stephen-kelly,1524,stephen-kelly,Stephen Kelly,Fulham FC,England,06.09.1983,181.0,77.0,Right Fullback,290,111,70,109,2,22,0,1,114,28,0.33751792500967087,3.791822384137578e-05,0.43025462184199836,0.0001718608621658263,2,0.3273239695431211,0.39721698261932303,0.3313055835798431,0.3879269946741241,0.0,0.0
stephen-warnock,1174,stephen-warnock,Stephen Warnock,Bolton Wanderers,England,12.12.1981,183.0,77.0,Left Fullback,400,159,107,134,16,71,1,1,105,15,0.3331887355117301,0.0007502597597992662,0.3835433194940005,0.0033283137185730325,1,0.3271841253324197,0.3589934176275623,0.32854800943851636,0.3642048265839165,0.0,0.0
steve-harper,2195,steve-harper,Steve Harper,Newcastle United,England,14.03.1975,188.0,82.0,Joker,220,97,58,65,0,1,0,0,79,14,0.33658081484667063,3.0998529784698306e-05,0.43598172289955495,0.00015085881475641636,1,0.3270966369527903,0.35998912265396044,0.33048119822383887,0.38592868103853706,0.0,0.0
steve-mandanda,3047,steve-mandanda,Stéve Mandanda,Olympique Marseille,France,28.03.1985,185.0,82.0,Goalkeeper,350,167,86,97,0,10,1,1,90,29,0.35231024106269965,0.00031523450076549137,0.5012171789619279,0.0015465209030628415,5,0.33607196534839734,0.40600276577205335,0.3404599432647821,0.3924723426398814,0.0,0.0
steven-caulker,8548,steven-caulker,Steven Caulker,Tottenham Hotspur,England,29.12.1991,191.0,76.0,Center Back,186,63,43,80,12,12,0,0,80,22,0.3362659339381696,5.516522080837215e-05,0.4318592925994989,0.0003369198180122806,4,0.3270517947340619,0.358748978748795,0.3308811666714092,0.3903329486224941,0.0,0.0
steven-cherundolo,264,steven-cherundolo,Steven Cherundolo,Hannover 96,Germany,19.02.1979,172.0,69.0,Right Fullback,491,206,112,173,9,73,5,1,120,43,0.34043400900546067,0.0003722887981042726,0.39331667959784417,0.002102470214211931,1,0.34093172184195014,0.3972056604084497,0.33709810944688506,0.34935352379397117,0.0,0.0
steven-davis_2,32,steven-davis_2,Steven Davis,Southampton FC,England,01.01.1985,170.0,60.0,Defensive Midfielder,443,189,115,139,39,21,0,0,127,32,0.34305444831786197,0.0012163512577588144,0.491596285675555,0.006192942884037898,1,0.3281223096280492,0.3649527327875919,0.33236260124583167,0.4005650492474235,0.0,0.0
steven-gerrard,1177,steven-gerrard,Steven Gerrard,Liverpool FC,England,30.05.1980,188.0,83.0,Center Midfielder,765,418,176,171,194,76,4,3,147,35,0.3484121469581642,0.0013650676292390365,0.47721821231014966,0.007495348166292837,1,0.32967961980329685,0.3718007992988811,0.3354825670789495,0.4059890528000489,0.0,0.0
steven-naismith,731,steven-naismith,Steven Naismith,Everton FC,England,14.09.1986,175.0,72.0,Center Forward,324,165,68,91,76,43,0,0,89,28,0.34392092284807385,0.0002439225317814413,0.4703155311423443,0.0012395652375279786,1,0.3277944034528209,0.3639232278971306,0.3319282221523762,0.390733580533966,0.34530518732858895,0.37719298245613997
steven-pienaar,259,steven-pienaar,Steven Pienaar,Everton FC,England,17.03.1982,176.0,66.0,Attacking Midfielder,421,203,109,109,45,64,3,1,129,49,0.3288786258619715,0.0066639459032344795,0.37343693370172387,0.04137781864573469,3,0.33042906469209615,0.3684046252559854,0.33452507814043714,0.3859585160116532,0.0,0.0
steven-reid,2201,steven-reid,Steven Reid,West Bromwich Albion,England,10.03.1981,180.0,75.0,Right Fullback,266,97,71,98,19,50,0,1,73,15,0.3345899466061718,3.046355449032136e-05,0.40910340267316553,0.00014816580110688728,3,0.3270666721940078,0.3592732184877439,0.32895641119296637,0.37123223745806583,0.0,0.0
steven-sidwell,1526,steven-sidwell,Steven Sidwell,Fulham FC,England,14.12.1982,178.0,70.0,Center Midfielder,399,187,90,122,57,67,2,2,96,13,0.33445034852584454,3.1680328238928335e-05,0.4087287580784002,0.00015437761562508344,2,0.32693261680398816,0.358073642584267,0.32855691134756526,0.36902497781159926,0.326689683726724,0.356445562281524
steven-taylor,2203,steven-taylor,Steven Taylor,Newcastle United,England,23.01.1986,188.0,81.0,Joker,260,100,73,87,14,36,3,2,81,25,0.34446398123860866,4.761730912790104e-05,0.47990367102087833,0.0002264130653450981,1,0.328146408349059,0.3649055637080939,0.3328634098150675,0.3967003634303611,0.326689683726724,0.356445562281524
steven-whittaker,1178,steven-whittaker,Steven Whittaker,Norwich City,England,16.06.1984,186.0,87.0,Right Fullback,387,191,79,117,28,47,2,1,103,30,0.3431846401398621,0.0008642384213869667,0.4518846077567718,0.004039648475973913,2,0.3280666424635446,0.36534506892844726,0.3314996700045345,0.38366069619114157,0.0,0.0
stewart-downing,1179,stewart-downing,Stewart Downing,Liverpool FC,England,22.07.1984,182.0,70.0,Left Midfielder,481,188,121,172,44,12,0,0,97,27,0.3432401385224527,0.0010514732379651695,0.44240976551247135,0.004852076280042051,2,0.3281416503484399,0.3645599586814007,0.33057612958889915,0.37873341838665747,0.0,0.0
stilian-petrov,1180,stilian-petrov,Stilian Petrov,Aston Villa,England,05.07.1979,180.0,77.0,Center Midfielder,465,234,112,119,52,74,1,0,145,35,0.351639529290181,0.0016385159903294306,0.48776872519117326,0.009164886010837946,2,0.32817658517813864,0.40782349580336075,0.33648835595727505,0.40753908229406804,0.325185154120009,0.538461538461538
stuart-taylor,2205,stuart-taylor,Stuart Taylor,Reading FC,England,28.11.1980,195.0,86.0,Goalkeeper,69,29,18,22,0,1,0,0,43,7,0.3331005507614843,2.4436118682498892e-05,0.3913482829485761,0.0001105978731429977,1,0.32694843021018055,0.3585363259977684,0.3306848617338935,0.37819653313200596,0.0,0.0
